bin_left,bin_right,count,avg_confidence,accuracy
0.0,0.1,0,,
0.1,0.2,0,,
0.2,0.30000000000000004,0,,
0.30000000000000004,0.4,0,,
0.4,0.5,4,0.45681750774383545,0.5
0.5,0.6000000000000001,17,0.5514967897359062,0.5882352941176471
0.6000000000000001,0.7000000000000001,23,0.6463193167810855,0.8260869565217391
0.7000000000000001,0.8,43,0.7558699028436527,0.8604651162790697
0.8,0.9,58,0.8532298649179524,0.9482758620689655
0.9,1.0,5090,0.9973690478963413,0.9978388998035363
